combination,outcome,model,fold_group,n_train_rows,n_test_rows,test_categories,model_failed,model_reason,roc_auc_ovr_macro,balanced_accuracy,macro_f1,log_loss
M0,q2,random_forest,P-54C61641A8,2140,40,"2,3,4",False,,0.5775742386268702,0.2888888888888889,0.28366013071895424,0.822113438204708
M0,q2,random_forest,P-54FD02BC9C,2140,40,"2,3,4",False,,0.5622047543100175,0.33535353535353535,0.3000604960677556,0.8890095242504212
M0,q2,random_forest,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.6658070664967217,0.30000000000000004,0.1912087912087912,1.8368088916004084
M0,q2,random_forest,P-67DCF8869F,2160,20,"2,3",False,,0.5572916666666667,0.2916666666666667,0.19943019943019943,1.5494472595565534
M0,q2,random_forest,P-77327DFF2A,2160,20,"1,2,3,4",False,,0.5995141097937151,0.375,0.275,1.6029080237918851
M0,q2,random_forest,P-7A6E877C97,2140,40,"2,3,4",False,,0.3388722478238608,0.27688172043010756,0.24756335282651074,1.037528767203979
M0,q2,random_forest,P-7BC40AF359,2160,20,"1,2,3",False,,0.44345238095238093,0.3194444444444445,0.18055555555555555,2.7509826340558576
M0,q2,random_forest,P-7E974EA92D,2160,20,"2,3,4",False,,0.4478339947089947,0.32142857142857145,0.30395913154533843,0.9299645504383307
M0,q2,random_forest,P-8016036889,2120,60,"1,2,3",False,,0.6000074048273282,0.14666666666666667,0.08870967741935484,1.631273434718674
M0,q2,random_forest,P-80904DAF11,2160,20,"2,3,4",False,,0.5522379667116509,0.373015873015873,0.3593073593073593,0.9512005782588341
M0,q2,random_forest,P-826248DDD8,2140,40,"3,4",False,,0.6238244514106583,0.5987460815047022,0.33676533676533676,0.9063806926156369
M0,q2,random_forest,P-8405CEC183,2160,20,3,False,,,0.65,0.3939393939393939,0.9028644170809201
M0,q2,random_forest,P-8EB079D859,2160,20,"3,4",False,,0.9509803921568628,0.7647058823529411,0.5604395604395604,0.851266679853064
M0,q2,random_forest,P-8EB2F3E5EB,2140,40,"2,3",False,,0.6840277777777778,0.3194444444444444,0.2555555555555556,0.8957363855066631
M0,q2,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.6228808446455505,0.38095238095238093,0.2857142857142857,2.120472350537894
M0,q2,random_forest,P-942BF8DF1B,2120,60,"1,3,4",False,,0.5397330392870089,0.2677527151211362,0.17142857142857143,1.1384150413486864
M0,q2,random_forest,P-95F33174C1,2120,60,"3,4",False,,0.5111234705228032,0.5088987764182424,0.48444444444444446,0.8315541855348312
M0,q2,random_forest,P-9EF7F8A151,2160,20,"3,4",False,,0.2894736842105263,0.5789473684210527,0.1919191919191919,1.1498188130697773
M0,q2,random_forest,P-AE146C9DF8,2140,40,4,False,,,0.1,0.09090909090909091,1.016719533022929
M0,q2,random_forest,P-AE42FA6330,2160,20,"2,3,4",False,,0.5441488336225179,0.5714285714285715,0.25,1.7211918848449372
M0,q2,random_forest,P-AF79D1DE3B,2160,20,"2,3,4",False,,0.41026566026566025,0.31601731601731603,0.21428571428571427,1.173838438104165
M0,q2,random_forest,P-B561FC8AA0,2160,20,"3,4",False,,0.375,0.16666666666666666,0.16,1.0131275596218603
M0,q2,random_forest,P-B687D84AC3,2160,20,"3,4",False,,0.5654761904761905,0.6547619047619048,0.6266666666666667,0.8087605916043683
M0,q2,random_forest,P-BAAF612E97,2160,20,"2,3",False,,0.7135416666666667,0.2916666666666667,0.2028985507246377,1.2792919220731718
M0,q2,random_forest,P-BABD47FD2A,2140,40,"2,3,4",False,,0.5990396924423127,0.3194444444444444,0.2302927927927928,1.2208209157796417
M0,q2,random_forest,P-BD38D55D80,2120,60,"2,3,4",False,,0.628272937768736,0.32745098039215687,0.26707234617985126,1.0447046490644258
M0,q2,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.6039568846401407,0.1834975369458128,0.17150537634408602,1.1205261616060826
M0,q2,random_forest,P-C27F41C52B,2120,60,"3,4",False,,0.5468549422336328,0.5218228498074454,0.5193312434691745,0.8032861616896412
M0,q2,random_forest,P-C783B3EE0A,2140,40,4,False,,,0.425,0.2982456140350877,1.01764531650814
M0,q2,random_forest,P-CB0D54D7B6,2160,20,"2,3,4",False,,0.647304625199362,0.2851851851851852,0.27651515151515155,0.9561456026902926
M0,q2,random_forest,P-CE34173F77,2160,20,"3,4",False,,0.15625,0.1875,0.1027077497665733,1.1797612710669358
M0,q2,random_forest,P-D7469723BB,2160,20,"2,3,4",False,,0.7329822346269715,0.5151515151515151,0.2510822510822511,1.3695147119204538
M0,q2,random_forest,P-ECFB6C2EB9,2160,20,"3,4",False,,0.675,0.55,0.3671794871794872,0.9125731626622887
M0,q2,random_forest,P-EDDA35F3C7,2160,20,"1,2,3",False,,0.5869674185463659,0.15714285714285714,0.09215686274509804,1.7078497236046488
M0,q2,random_forest,P-EFFF04CC6B,2140,40,"3,4",False,,0.5044642857142858,0.5297619047619048,0.35422602089268757,0.9186246212473128
M0,q2,random_forest,P-F3CCAA8842,2120,60,"2,3,4",False,,0.6853299790429009,0.5207700101317122,0.34253968253968253,1.2818361338726414
M0,q2,random_forest,P-FE9CDC44BE,2140,40,"2,3",False,,0.7117117117117117,0.3918918918918919,0.28431372549019607,0.8003333825378945
M1,q1,logistic,P-001F33A876,2120,60,"1,2,3",False,,0.7824197565806447,0.35555555555555557,0.3227124183006536,0.7051961318781383
M1,q1,logistic,P-07BDD08C0C,2120,60,"1,2,3",False,,0.6466468855218855,0.3333333333333333,0.28205128205128205,0.833992607143022
M1,q1,logistic,P-100AE58C58,2160,20,"1,2,3",False,,0.5845098039215686,0.3333333333333333,0.25806451612903225,1.1318550140980075
M1,q1,logistic,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.30769718475077523
M1,q1,logistic,P-12AD0E59EB,2160,20,"1,2",False,,0.4736842105263158,0.3684210526315789,0.4117647058823529,0.6511044202574405
M1,q1,logistic,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.8678942215909844,0.3448275862068966,0.24694132334581773,0.8889720226662265
M1,q1,logistic,P-1A38BC21DA,2120,60,"1,2,3",False,,0.5527595645901499,0.3333333333333333,0.26666666666666666,0.9310888736553324
M1,q1,logistic,P-1A815101A0,2140,40,"1,2,3",False,,0.9446713307600404,0.3333333333333333,0.29107981220657275,0.5395286402322375
M1,q1,logistic,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.28308014295079903
M1,q1,logistic,P-244F9886F5,2160,20,"1,2,3",False,,0.5004385592620887,0.3333333333333333,0.16,2.116998959531772
M1,q1,logistic,P-247758AEAC,2140,40,"1,2",False,,0.731974921630094,0.4827586206896552,0.4117647058823529,0.6582610122594039
M1,q1,logistic,P-326C04EAEB,2160,20,"1,2",False,,0.7142857142857143,0.5714285714285714,0.53125,0.727568751209275
M1,q1,logistic,P-390B245CCC,2140,40,"1,2",False,,0.5808080808080808,0.5,0.3548387096774194,1.0428030700798154
M1,q1,logistic,P-39DC795FB0,2120,60,"1,2,4",False,,0.576339812611715,0.326241134751773,0.2893081761006289,0.8060139506241246
M1,q1,logistic,P-3D44F7B564,2160,20,1,False,,,0.75,0.42857142857142855,0.5747030534089607
M1,q1,logistic,P-3FD25AB949,2160,20,"1,2,3",False,,0.8727904040404041,0.3333333333333333,0.24444444444444444,0.8716696870760634
M1,q1,logistic,P-42CD4FF02E,2160,20,"1,2,3",False,,0.6888227513227513,0.3055555555555555,0.23655913978494625,0.9955567912114865
M1,q1,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.6231889004353702,0.25,0.125,1.6802403516293578
M1,q1,logistic,P-48B7FC4062,2160,20,"1,2,3",False,,0.6653812636165577,0.3333333333333333,0.2857142857142857,0.8582894492382056
M1,q1,logistic,P-4CEF5A2144,2140,40,"1,2",False,,0.8738738738738739,0.5,0.4805194805194805,0.4184879451709744
M1,q1,logistic,P-4D14B12359,2120,60,1,False,,,0.9666666666666667,0.4915254237288136,0.4147693921143201
M1,q1,logistic,P-4D43A127BA,2160,20,"1,2",False,,0.4921875,0.5,0.4444444444444444,0.6298486366272062
M1,q1,logistic,P-541A203CCD,2100,80,"1,4",False,,0.6383333333333332,0.5,0.2,2.652814668864127
M1,q1,logistic,P-547A3B4455,2160,20,"2,3",False,,0.40625,0.03125,0.0392156862745098,1.657011782554288
M1,q1,logistic,P-54C61641A8,2140,40,"1,2",False,,0.956043956043956,0.6428571428571428,0.6415770609318996,0.6060536471231529
M1,q1,logistic,P-54FD02BC9C,2140,40,"1,2",False,,0.8116883116883118,0.683982683982684,0.7058823529411764,0.5680177963016003
M1,q1,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.46811225667733947,0.23529411764705882,0.14285714285714285,2.1100279352800646
M1,q1,logistic,P-67DCF8869F,2160,20,"1,2,4",False,,0.6155337690631808,0.3333333333333333,0.2857142857142857,0.8411597588295789
M1,q1,logistic,P-77327DFF2A,2160,20,"1,2,4",False,,0.7203477350536174,0.3636363636363636,0.21555555555555553,1.2780861387200504
M1,q1,logistic,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.36673047185120355
M1,q1,logistic,P-7BC40AF359,2160,20,"1,2,4",False,,0.6091617933723198,0.3148148148148148,0.30630630630630634,0.6665793691654271
M1,q1,logistic,P-7E974EA92D,2160,20,"1,2,3",False,,0.5422536771220982,0.3333333333333333,0.23655913978494625,1.055299909691781
M1,q1,logistic,P-8016036889,2120,60,"1,2,3,4",False,,0.6796319372740037,0.25,0.11038961038961038,1.4347823978787444
M1,q1,logistic,P-80904DAF11,2160,20,"1,2,3",False,,0.703207671957672,0.3333333333333333,0.2745098039215686,0.8231770909639902
M1,q1,logistic,P-826248DDD8,2140,40,"1,4",False,,0.8717948717948718,0.5,0.4936708860759494,0.39621706893158654
M1,q1,logistic,P-8405CEC183,2160,20,"1,2,3,4",False,,0.6057393127705628,0.2222222222222222,0.14285714285714285,1.5262924259437354
M1,q1,logistic,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.3850663685575607
M1,q1,logistic,P-8EB2F3E5EB,2140,40,1,False,,,0.975,0.4936708860759494,0.3592099760331116
M1,q1,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.5645511810493428,0.20833333333333334,0.10416666666666667,2.2863990873489337
M1,q1,logistic,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.5090482621867854,0.2386968085106383,0.22880870561282934,0.8462078812604941
M1,q1,logistic,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.36592567649863855
M1,q1,logistic,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.7026701368806632,0.2597402597402597,0.19642857142857142,1.055323226638773
M1,q1,logistic,P-AE146C9DF8,2140,40,"1,2,3",False,,0.5991174623987124,0.38095238095238093,0.3838028169014085,0.6040799180466317
M1,q1,logistic,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.7159556130144366,0.25,0.1346153846153846,1.6941177955443447
M1,q1,logistic,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.6774544203646371,0.25,0.1,1.9892752505459381
M1,q1,logistic,P-B561FC8AA0,2160,20,"1,2",False,,0.8627450980392157,0.6666666666666666,0.7222222222222222,0.467526454828682
M1,q1,logistic,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.24051757634132037
M1,q1,logistic,P-BAAF612E97,2160,20,"1,2,3",False,,0.7811355311355311,0.3888888888888889,0.3629032258064517,0.8093977233708385
M1,q1,logistic,P-BABD47FD2A,2140,40,"1,2",False,,0.8542857142857143,0.5,0.4666666666666667,0.41902640005307357
M1,q1,logistic,P-BD38D55D80,2120,60,1,False,,,1.0,1.0,0.30312631593099065
M1,q1,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.43684426689559874,0.26666666666666666,0.2140456989247312,1.2276756317097006
M1,q1,logistic,P-C27F41C52B,2120,60,"1,2,4",False,,0.628486292039632,0.3333333333333333,0.24113475177304966,1.005704984488522
M1,q1,logistic,P-C783B3EE0A,2140,40,"1,3",False,,0.9605263157894737,0.5,0.48717948717948717,0.4543187232660638
M1,q1,logistic,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.8086272387742977,0.25,0.15517241379310345,1.4452522119343345
M1,q1,logistic,P-CE34173F77,2160,20,"1,2,3",False,,0.7130647130647131,0.3076923076923077,0.25,0.8067349501922877
M1,q1,logistic,P-D7469723BB,2160,20,"1,2,4",False,,0.7213725490196078,0.3333333333333333,0.25,1.1736088885772165
M1,q1,logistic,P-ECFB6C2EB9,2160,20,"1,2",False,,0.9473684210526316,0.47368421052631576,0.47368421052631576,0.5145190760866654
M1,q1,logistic,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.5232239676173499,0.25,0.05263157894736842,2.5163603892736126
M1,q1,logistic,P-EFFF04CC6B,2140,40,"1,2",False,,0.46875,0.4895833333333333,0.41328731665228646,0.8838958783363667
M1,q1,logistic,P-F3CCAA8842,2120,60,1,False,,,1.0,1.0,0.45040482140775334
M1,q1,logistic,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.5602617868242868,0.3333333333333333,0.09929078014184396,1.2974125849915403
M1,q1,random_forest,P-001F33A876,2120,60,"1,2,3",False,,0.8040195641653258,0.37777777777777777,0.36225975538730343,0.717229909998305
M1,q1,random_forest,P-07BDD08C0C,2120,60,"1,2,3",False,,0.5769579124579125,0.3333333333333333,0.28205128205128205,0.9165785187649224
M1,q1,random_forest,P-100AE58C58,2160,20,"1,2,3",False,,0.6083333333333333,0.3333333333333333,0.25,1.1541299201851736
M1,q1,random_forest,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.37016663373937186
M1,q1,random_forest,P-12AD0E59EB,2160,20,"1,2",False,,0.736842105263158,0.47368421052631576,0.47368421052631576,0.46811293783217256
M1,q1,random_forest,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.7472063470117805,0.3333333333333333,0.2222222222222222,0.9655266015013291
M1,q1,random_forest,P-1A38BC21DA,2120,60,"1,2,3",False,,0.5458036669039981,0.3333333333333333,0.26666666666666666,0.9526179838603188
M1,q1,random_forest,P-1A815101A0,2140,40,"1,2,3",False,,0.7948330231596361,0.3333333333333333,0.29107981220657275,0.645153660379113
M1,q1,random_forest,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.26999747039332345
M1,q1,random_forest,P-244F9886F5,2160,20,"1,2,3",False,,0.5152505446623094,0.3333333333333333,0.15384615384615385,2.139686057032798
M1,q1,random_forest,P-247758AEAC,2140,40,"1,2",False,,0.6833855799373041,0.5,0.42028985507246375,0.6996418629181047
M1,q1,random_forest,P-326C04EAEB,2160,20,"1,2",False,,0.5824175824175823,0.5,0.3939393939393939,0.8175459874349851
M1,q1,random_forest,P-390B245CCC,2140,40,"1,2",False,,0.5782828282828283,0.5,0.3548387096774194,0.9073315418980401
M1,q1,random_forest,P-39DC795FB0,2120,60,"1,2,4",False,,0.5310121533004303,0.3333333333333333,0.29283489096573206,0.7751168114830354
M1,q1,random_forest,P-3D44F7B564,2160,20,1,False,,,0.8,0.4444444444444444,0.651074249203935
M1,q1,random_forest,P-3FD25AB949,2160,20,"1,2,3",False,,0.6114433811802232,0.3333333333333333,0.23655913978494625,0.9931908067654414
M1,q1,random_forest,P-42CD4FF02E,2160,20,"1,2,3",False,,0.581845238095238,0.3333333333333333,0.25,1.0519189554997834
M1,q1,random_forest,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.5479365694894418,0.25,0.125,1.8538151408610444
M1,q1,random_forest,P-48B7FC4062,2160,20,"1,2,3",False,,0.6062309368191721,0.3333333333333333,0.2857142857142857,0.8715072377739113
M1,q1,random_forest,P-4CEF5A2144,2140,40,"1,2",False,,0.2702702702702703,0.5,0.4805194805194805,0.5153311332599103
M1,q1,random_forest,P-4D14B12359,2120,60,1,False,,,1.0,1.0,0.43653491345261625
M1,q1,random_forest,P-4D43A127BA,2160,20,"1,2",False,,0.6328125,0.5,0.4444444444444444,0.6248447950420599
M1,q1,random_forest,P-541A203CCD,2100,80,"1,4",False,,0.6691666666666667,0.5,0.2,2.6064328261107
M1,q1,random_forest,P-547A3B4455,2160,20,"2,3",False,,0.46875,0.0,0.0,1.8832501377023891
M1,q1,random_forest,P-54C61641A8,2140,40,"1,2",False,,0.7101648351648351,0.5,0.3939393939393939,0.7821726153914377
M1,q1,random_forest,P-54FD02BC9C,2140,40,"1,2",False,,0.5865800865800865,0.5,0.4520547945205479,0.5969181746947383
M1,q1,random_forest,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.44987088542748793,0.25,0.15178571428571427,1.6583973184476666
M1,q1,random_forest,P-67DCF8869F,2160,20,"1,2,4",False,,0.7367973856209149,0.45555555555555555,0.3841269841269841,0.9127029135693936
M1,q1,random_forest,P-77327DFF2A,2160,20,"1,2,4",False,,0.74753133576663,0.3333333333333333,0.15384615384615385,1.334321813083895
M1,q1,random_forest,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.3376374903911921
M1,q1,random_forest,P-7BC40AF359,2160,20,"1,2,4",False,,0.7348927875243665,0.3333333333333333,0.3157894736842105,0.6399439453057607
M1,q1,random_forest,P-7E974EA92D,2160,20,"1,2,3",False,,0.6647727272727273,0.3333333333333333,0.23655913978494625,1.0231789479470608
M1,q1,random_forest,P-8016036889,2120,60,"1,2,3,4",False,,0.5230185988024958,0.25,0.11333333333333333,1.3619812384477794
M1,q1,random_forest,P-80904DAF11,2160,20,"1,2,3",False,,0.5660548941798941,0.3333333333333333,0.2745098039215686,0.920979770556885
M1,q1,random_forest,P-826248DDD8,2140,40,"1,4",False,,0.9615384615384615,0.5,0.4936708860759494,0.3880629267680193
M1,q1,random_forest,P-8405CEC183,2160,20,"1,2,3,4",False,,0.6551116783435862,0.25,0.15517241379310345,1.4976520552513741
M1,q1,random_forest,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.3399479659678081
M1,q1,random_forest,P-8EB2F3E5EB,2140,40,1,False,,,1.0,1.0,0.4283129831901974
M1,q1,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.6456506881598794,0.25,0.11538461538461539,2.2675278469388003
M1,q1,random_forest,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.5154994268713616,0.22872340425531915,0.2087378640776699,0.8772073265923133
M1,q1,random_forest,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.4050682864680024
M1,q1,random_forest,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.5335176519387046,0.2824675324675324,0.23043478260869565,1.097448006148844
M1,q1,random_forest,P-AE146C9DF8,2140,40,"1,2,3",False,,0.4907822212509712,0.3333333333333333,0.2962962962962963,0.6392195203238689
M1,q1,random_forest,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.6633807369101486,0.25,0.12962962962962962,1.6439556722320803
M1,q1,random_forest,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.684464146105013,0.25,0.1,1.7010717052264535
M1,q1,random_forest,P-B561FC8AA0,2160,20,"1,2",False,,0.6764705882352942,0.5,0.4594594594594595,0.5218979956084687
M1,q1,random_forest,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.22076015062415938
M1,q1,random_forest,P-BAAF612E97,2160,20,"1,2,3",False,,0.48957329220487117,0.3333333333333333,0.2626262626262626,0.9334912055336222
M1,q1,random_forest,P-BABD47FD2A,2140,40,"1,2",False,,0.8057142857142858,0.5,0.4666666666666667,0.41513820627877385
M1,q1,random_forest,P-BD38D55D80,2120,60,1,False,,,1.0,1.0,0.3992279518729995
M1,q1,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.5847712141621686,0.25,0.18085106382978725,1.1425478012865677
M1,q1,random_forest,P-C27F41C52B,2120,60,"1,2,4",False,,0.6259012267227622,0.3333333333333333,0.24113475177304966,1.019167288391439
M1,q1,random_forest,P-C783B3EE0A,2140,40,"1,3",False,,0.756578947368421,0.5,0.48717948717948717,0.4544562920193352
M1,q1,random_forest,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.6143631695102283,0.25,0.15517241379310345,1.5362638291648971
M1,q1,random_forest,P-CE34173F77,2160,20,"1,2,3",False,,0.5841848210269264,0.3333333333333333,0.2626262626262626,0.8427520061874475
M1,q1,random_forest,P-D7469723BB,2160,20,"1,2,4",False,,0.6121486928104575,0.3333333333333333,0.25,1.2450430939008477
M1,q1,random_forest,P-ECFB6C2EB9,2160,20,"1,2",False,,0.9473684210526316,0.9736842105263157,0.8198198198198199,0.5411302355546287
M1,q1,random_forest,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.5596660539215687,0.25,0.045454545454545456,2.700030257810691
M1,q1,random_forest,P-EFFF04CC6B,2140,40,"1,2",False,,0.5221354166666667,0.5,0.375,0.914532670908337
M1,q1,random_forest,P-F3CCAA8842,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.4819037806168001
M1,q1,random_forest,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.4641239836552337,0.34375,0.12165129556433905,1.3130397305832566
M1,q2,logistic,P-001F33A876,2120,60,"2,3,4",False,,0.5111525020670257,0.3333333333333333,0.16033755274261605,0.9757741256697321
M1,q2,logistic,P-07BDD08C0C,2120,60,"2,3,4",False,,0.49311793688767375,0.3041125541125541,0.23710357969239146,1.051177043697008
M1,q2,logistic,P-100AE58C58,2160,20,4,False,,,0.05,0.047619047619047616,0.9140954058333876
M1,q2,logistic,P-11AD0DCE87,2140,40,"2,3",False,,1.0,0.48717948717948717,0.3247863247863248,0.7756371865961136
M1,q2,logistic,P-12AD0E59EB,2160,20,4,False,,,0.0,0.0,1.1514087377213742
M1,q2,logistic,P-18A2FC7D4E,2120,60,"2,3",False,,0.665,0.45,0.15789473684210525,1.5393611548999133
M1,q2,logistic,P-1A38BC21DA,2120,60,"3,4",False,,0.3290909090909091,0.4727272727272728,0.45999999999999996,0.8326147377671428
M1,q2,logistic,P-1A815101A0,2140,40,"3,4",False,,0.6218637992831542,0.5,0.1836734693877551,0.8979049064109248
M1,q2,logistic,P-1CA9C1E745,2140,40,"2,3,4",False,,0.654307208994709,0.3611111111111111,0.3052503052503052,0.9041877076648799
M1,q2,logistic,P-244F9886F5,2160,20,"3,4",False,,0.5625,0.5,0.16666666666666666,1.0333435436356904
M1,q2,logistic,P-247758AEAC,2140,40,"2,3",False,,0.41428571428571426,0.44285714285714284,0.29107981220657275,0.9456865898064025
M1,q2,logistic,P-326C04EAEB,2160,20,"2,3,4",False,,0.6739267676767676,0.2916666666666667,0.1728395061728395,0.9080849558412266
M1,q2,logistic,P-390B245CCC,2140,40,"2,3,4",False,,0.7542401981966411,0.5181818181818182,0.5002742355683533,1.0619946677457315
M1,q2,logistic,P-39DC795FB0,2120,60,"1,2,3,4",False,,0.6039338367689906,0.2811438561438562,0.20820545820545822,1.4198337450512413
M1,q2,logistic,P-3D44F7B564,2160,20,"2,3,4",False,,0.3913690476190476,0.3333333333333333,0.15384615384615385,1.2542866868561924
M1,q2,logistic,P-3FD25AB949,2160,20,"2,3,4",False,,0.5816830586567429,0.3333333333333333,0.19047619047619047,0.92662521882933
M1,q2,logistic,P-42CD4FF02E,2160,20,"2,3,4",False,,0.556065416065416,0.3333333333333333,0.20689655172413793,1.11572520869282
M1,q2,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.556908252470688,0.3214285714285714,0.23872180451127817,1.5734598112690052
M1,q2,logistic,P-48B7FC4062,2160,20,"2,3,4",False,,0.47859649122807024,0.3333333333333333,0.13333333333333333,0.9725627377165811
